3;true;01.10.2016 06:30:00;1
3;true;01.10.2016 10:16:51;1
3;true;01.10.2016 18:50:07;1
3;true;02.10.2016 00:25:50;1
3;true;02.10.2016 06:00:38;1
3;true;02.10.2016 12:29:06;1
3;true;02.10.2016 16:27:08;1
3;true;02.10.2016 22:22:48;1
3;true;03.10.2016 05:32:14;1
3;true;03.10.2016 10:46:26;1
3;true;03.10.2016 18:54:25;1
3;true;03.10.2016 22:10:00;1
3;true;04.10.2016 06:14:10;1
3;true;04.10.2016 10:24:18;1
3;true;04.10.2016 16:38:22;1
3;true;04.10.2016 22:12:08;1
3;true;05.10.2016 05:50:24;1
3;true;05.10.2016 10:02:44;1
3;true;05.10.2016 17:16:37;1
3;true;05.10.2016 23:58:56;1
3;true;06.10.2016 05:56:19;1
3;true;06.10.2016 12:30:01;1
3;true;06.10.2016 16:01:22;1
3;true;07.10.2016 00:14:48;1
3;true;07.10.2016 05:58:13;1
3;true;07.10.2016 09:51:34;1
3;true;07.10.2016 15:51:35;1
3;true;07.10.2016 22:47:15;1
3;true;08.10.2016 06:18:29;1
3;true;08.10.2016 09:43:05;1
3;true;08.10.2016 18:38:33;1
3;true;08.10.2016 23:58:02;1
3;true;09.10.2016 05:33:46;1
3;true;09.10.2016 11:45:56;1
3;true;09.10.2016 17:47:26;1
3;true;09.10.2016 23:38:58;1
3;true;10.10.2016 05:37:59;1
3;true;10.10.2016 12:06:58;1
3;true;10.10.2016 17:26:02;1
3;true;10.10.2016 22:57:05;1
3;true;11.10.2016 05:58:40;1
3;true;11.10.2016 12:34:07;1
3;true;11.10.2016 18:41:37;1
3;true;11.10.2016 22:55:13;1
3;true;12.10.2016 05:58:28;1
3;true;12.10.2016 11:14:57;1
3;true;12.10.2016 16:29:01;1
3;true;12.10.2016 22:17:20;1
3;true;13.10.2016 05:36:33;1
3;true;13.10.2016 11:24:56;1
3;true;13.10.2016 17:16:49;1
3;true;13.10.2016 23:52:46;1
3;true;14.10.2016 05:40:13;1
3;true;14.10.2016 11:08:08;1
3;true;14.10.2016 16:41:46;1
3;true;15.10.2016 00:02:49;1
3;true;15.10.2016 05:40:26;1
3;true;15.10.2016 12:14:02;1
3;true;15.10.2016 16:09:37;1
3;true;15.10.2016 23:19:18;1
3;true;16.10.2016 05:52:05;1
3;true;16.10.2016 09:34:13;1
3;true;16.10.2016 18:01:19;1
3;true;16.10.2016 22:16:44;1
3;true;17.10.2016 05:42:58;1
3;true;17.10.2016 10:27:58;1
3;true;17.10.2016 17:20:09;1
3;true;17.10.2016 22:21:19;1
3;true;18.10.2016 06:26:04;1
